,0,1,2,3,4,5,6,7,8,9,10,11,12,Emotion
26,-0.2959274,0.3965697,0.25370485,0.79069364,0.59087175,-0.0074545406,0.20796904,-2.0842025,-1.3164163,0.4117197,-0.83324224,0.6451888,-1.3414284,sad
27,-0.10361496,0.15145908,0.35559997,0.6340312,0.40192896,0.010041552,0.06328732,-1.5780594,-1.0371226,0.6663942,-0.55415446,0.6102371,-1.5956783,sad
28,0.54491454,-0.34679008,0.30618227,0.4373271,0.08558135,0.22021417,1.235631,-0.33945101,-1.3786813,0.8553456,-0.40679705,0.4295491,-1.0794332,angry
29,0.75781214,-0.30770543,0.18195744,-0.024469083,-0.19807996,0.111109324,-0.092406146,-0.93013686,-1.7086554,-0.07333081,-1.0352646,-0.16024753,-1.2113116,angry
30,-0.04791345,-0.22467655,0.5858968,0.21813422,0.3318121,0.36114675,0.57004976,-0.77956724,-0.7678073,0.22807777,-0.10689194,0.24110095,-0.9902895,angry
31,0.5095315,-0.06228235,0.33481947,0.13318215,0.21023488,0.23416913,0.63097996,-1.3102547,-1.2288262,0.43548265,-0.6027403,0.76273537,-1.4544266,angry
32,2.5002513,-1.1987345,-1.0109311,-1.2898804,-0.96650195,-0.29746413,-1.391852,-0.83594686,-2.2562103,-0.28278223,-0.727873,-0.94455963,-1.7571825,angry
33,2.334822,-1.0895253,-0.854232,-0.84520537,-0.77590716,-0.7344157,-0.13524447,-1.1110291,-2.7427797,-0.071610205,-2.0226867,-0.2986291,-1.3629897,angry
34,2.0568676,-1.2079614,-0.480446,-0.6151086,-0.46295395,-0.32770935,-0.10883509,-1.0224974,-2.1046524,0.52900696,-1.5873269,0.46152622,-1.5692562,angry
35,3.2338676,-1.6012452,-1.3724111,-1.74273,-0.90056586,-1.4257015,-1.6292235,-1.3636523,-3.0799215,0.58814746,-1.9136965,-0.6813635,-1.2701672,angry
36,-0.11056433,0.49478438,0.4911565,0.96583134,0.8301444,0.2502287,0.61273485,-0.97745806,-0.14612964,0.124024145,0.8144454,1.008316,-0.8745735,fearful
37,-0.21699107,0.42196682,-0.035150044,0.36804295,0.547387,-0.18185781,-0.18462428,-1.7851545,-0.8369829,0.1881311,-0.50514793,0.3923103,-1.4573431,fearful
38,-0.4460844,0.5151319,0.945987,0.97404826,1.0761329,0.81062096,0.53652537,-0.39518118,0.04707391,0.5189839,0.7351262,0.6818679,-0.41668674,fearful
39,-0.23231876,0.7353639,0.32545003,1.0989442,0.8292069,0.6416972,-0.012718657,-0.90445375,0.19322507,0.6402059,0.7153849,0.32175785,-0.23135617,fearful
40,1.5247743,-0.80019504,-0.24150667,0.1488516,0.6290235,0.73994386,-0.20786645,-0.9711881,-1.2078762,1.0957208,-0.051303893,0.5754771,-0.9349288,fearful
41,1.8935559,-0.22062148,-1.2831278,-0.8709044,0.59873754,-0.2743879,-1.0100709,-2.0232635,-2.3378277,-0.14616896,-1.757257,-0.91062677,-1.6838986,fearful
42,2.041917,-1.0444167,-0.87260723,-1.1003165,-0.34377763,-5.610777e-05,-1.4263592,-1.6486146,-2.304697,0.01304637,-1.446402,-0.988674,-1.824792,fearful
43,1.6381376,-0.39834037,-0.8382846,-0.8564738,0.48559383,-0.00464046,-1.1954861,-1.096149,-2.7892787,1.3365399,-1.2159768,-0.88130355,-1.7078255,fearful
44,-0.50196654,0.7290004,0.3720822,0.3924632,0.86013156,0.10713485,0.28269774,-1.0471488,-1.1237186,0.696387,-0.95108634,-0.17472444,-1.3752735,disgust
45,-0.17828438,0.46384457,0.3849772,-0.3481899,0.9709669,-0.19654916,0.078403205,-0.846982,-1.184966,0.9245847,-0.638039,-0.35850856,-0.71267104,disgust
46,-0.64838535,1.1470323,1.0062774,0.49401748,0.5985487,1.0812284,-0.7104889,-0.2654317,-0.3062028,0.23947173,0.033442006,0.116856,-1.1580138,disgust
47,-0.642196,0.55429506,0.6231896,-0.005254324,0.5762284,0.9532441,-0.5193445,-0.19913049,-0.048222855,0.8477444,-0.022699017,0.19394343,-1.3059254,disgust
48,1.0657054,-0.02648189,-0.050632257,-1.9469566,-0.16003568,-0.024901718,-1.7524717,-1.4936517,-1.7710135,-0.064851366,-0.22869426,-1.3294356,-1.1701287,disgust
49,0.95246917,-0.501477,-0.009781269,-1.0592407,-0.46781573,-1.0335293,-1.8848757,-0.26196647,-1.1474038,-0.39771932,-0.95617604,-1.4077314,-2.2473247,disgust
50,0.8517201,0.36974165,1.1738677,-1.7036599,-0.046295878,0.20200211,-2.1878245,0.03777277,-1.4423759,-1.5813445,0.16920437,-1.9062707,-2.6109848,disgust
51,1.10072,0.21110868,0.24515969,-1.2235407,0.116294056,-0.42390347,-2.1973913,-0.5822287,-1.1568096,-0.8709576,-1.1079048,-1.3630217,-1.7732745,disgust
52,-0.8399639,0.35283712,0.4258147,0.24733491,0.6889997,0.08203915,0.5134182,-0.12981136,-0.9825049,0.70458364,-0.1621162,0.27632025,-1.0257024,surprised
53,-0.99692446,0.22743838,0.25456583,0.57664084,0.89161736,0.043340795,0.55406827,-0.15964709,-0.06277466,0.709667,-0.5091159,0.5279776,-1.1893611,surprised
54,-0.7917884,0.4565486,0.59156924,0.55982083,0.5590705,0.466367,0.4627963,-0.5907482,-0.41536134,0.6568732,0.08118831,-0.11435535,-1.0439315,surprised
55,-0.79156107,0.06872042,0.39825332,-0.032248344,0.1362796,0.30262688,0.5065703,-0.15703532,-0.8066514,0.5456494,-0.4540908,0.20989127,-1.0637585,surprised
56,-0.23378019,0.1353595,0.14483926,0.2693333,0.6664767,-0.092227146,0.39443758,-0.2398134,-0.88248944,1.0136571,-0.8419341,0.73015404,-0.91492754,surprised
57,0.19001547,-0.3652823,0.1904987,-0.014173301,0.29705024,0.18477157,0.27789873,-0.36697426,-1.3052996,0.5868904,-0.67994386,0.29919213,-0.83343744,surprised
58,-0.17972416,-0.21011811,0.23569056,0.0132075455,0.267999,0.06586045,0.12330728,-1.1686128,-0.55278295,0.5608076,-0.46860412,0.4345083,-1.3673028,surprised
59,-0.036260705,-0.036137596,0.09865493,-0.20179896,0.42012158,0.26012465,-0.28024948,-0.4075258,-1.0475328,0.73454726,-0.5760128,0.4399539,-1.2436612,surprised
60,-0.620054,0.1953386,-0.22705257,-0.09961667,-0.446293,0.4420579,-0.2602855,0.7547365,0.26166436,0.055851944,0.00017194981,-0.2315969,-0.0085380105,neutral
61,-0.6344433,-0.15537465,-0.09617523,0.1650259,-0.5601631,0.69924384,-0.11682127,1.2632476,0.11808251,0.35012865,0.056037303,-0.35672122,0.07367262,neutral
62,-0.3109184,0.24890931,-0.42022225,-0.44813755,-0.38003698,0.46746206,-0.42336464,0.49988082,-0.03677823,0.017225634,-0.22573872,-0.5320461,0.571182,neutral
63,-0.5546449,-0.09484252,-0.20769449,-0.44697243,-0.58074564,0.32462847,-0.49280673,0.35311323,-0.26065058,-0.19206603,-0.251502,-1.0253801,0.13503382,neutral
64,-0.6212579,0.28474826,0.3056289,0.18087894,-0.43263325,0.92339206,-0.1043578,1.0922698,0.00430438,0.3176016,-0.45763874,-0.07012907,0.39169553,calm
65,-0.48983634,0.07622623,-0.18898445,-0.06855135,-0.6486321,0.7598817,-0.53359795,1.042265,-0.20939095,0.16588444,-1.1789364,-0.15884519,0.4258125,calm
66,-0.5654065,-0.092429854,-0.13528025,-0.65760577,-0.3945953,0.173203,-0.44358173,0.44550213,-0.2262751,-0.23760206,-0.75144047,-0.5950657,0.0888787,calm
67,-0.39999703,0.13717486,-0.72637016,-0.8971785,-0.7055685,0.10355648,-0.9711705,0.23652497,-0.47334436,-0.401322,-1.050396,-1.258196,-0.2753987,calm
68,-0.35781538,-0.040775135,0.055475257,-0.17711823,-0.77891153,0.4519647,-0.03880215,0.25167915,-0.077332646,-0.082395144,-1.1442428,-0.42601964,-0.39874336,calm
69,-0.437877,0.01638662,-0.17267445,-0.35081947,-0.7560217,0.80120414,-0.50286645,0.6019483,-0.42663413,0.36558038,-1.3180045,-0.54980636,0.11469452,calm
70,-0.38931116,-0.22231458,-0.24397577,-1.2044647,-0.48322448,0.20429611,-1.1412163,-0.07335745,-0.49256825,-0.4143832,-1.9616528,-0.7994022,-0.6260832,calm
71,-0.36173022,0.17823662,-0.14719182,-0.9800881,-0.49182457,0.3054884,-0.9714462,0.33366135,-0.026731716,-0.056698635,-1.9846996,-0.7865227,-0.26684794,calm
72,-0.06303604,-0.53154474,-0.9790646,0.14293006,-0.9124062,0.71300846,-0.6187351,0.45386115,-0.010333795,-0.20777436,0.022465402,-1.2283401,0.22750007,happy
73,-0.14273871,-0.39756948,-0.7132159,0.5071237,-1.007719,0.6562605,-0.7464065,0.630464,-0.16443494,-0.50867534,0.18293718,-1.0420533,0.45553422,happy
74,-0.072757296,-0.48826033,-1.13913,-0.3037922,-0.92903376,0.07785516,-1.4690797,0.22179414,-0.06430901,-0.89980495,-0.05161459,-1.6477191,0.2341336,happy
75,-0.013938054,-0.22248656,-0.65683556,-0.010831128,-0.78016317,0.08940527,-1.1611314,0.7481386,0.3453119,-0.48353425,0.09815561,-1.0906792,0.20667435,happy
76,0.97378415,-1.3040569,-1.7393643,0.044488076,-2.0069163,-0.19432823,-1.0666931,0.41184363,-0.8269909,-1.293193,0.21012312,-2.0191057,0.53127366,happy
77,0.8914717,-0.9846717,-1.8702893,0.09256673,-1.9026964,-0.5695887,-0.8772858,0.26299652,-0.44989973,-1.1692722,0.58599883,-1.7778882,0.9187412,happy
78,0.4461596,-0.7938776,-1.3406869,-0.2149489,-1.0868413,-0.85577047,-1.348876,0.32781243,0.21000795,-1.6822325,0.21755163,-1.9234155,0.45234948,happy
79,0.573002,-0.8027975,-1.4209089,-0.29718813,-1.4857049,-0.5931901,-1.1721267,-0.079693645,-0.5898741,-1.6314893,0.15177877,-2.1121383,0.53480005,happy
80,-0.7583081,0.12925915,-0.40538588,-0.21983075,-0.6189101,0.35442218,-0.59942025,0.4202545,-0.40593603,0.037128508,-0.7719739,-0.07574369,0.4140511,sad
81,-0.68695587,0.37578025,-0.24141644,-0.017884623,-0.48593622,0.66856045,-0.21258968,0.3107183,0.10068327,0.056419656,-0.337212,-0.25078,0.22069807,sad
82,-0.7309294,-0.2667886,0.11092024,-0.5500793,-0.30872023,0.015532201,-0.87056464,0.57154334,0.05896412,-0.4723957,-0.16319004,-0.7213258,0.14868611,sad
83,-0.89987826,-0.16269886,0.08586225,-0.18128353,-0.149573,0.2795316,-0.3677341,0.42235848,0.46687526,-0.21779993,-0.2318928,-0.5034666,0.00114488,sad
84,-0.7050355,-0.038145587,-0.1594314,-0.45290142,-0.8774813,-0.051272728,-1.2361624,-0.43136743,-0.570558,-0.6252093,-0.089071825,-0.50530183,1.1017513,sad
85,-0.81956536,0.42289004,0.07358799,-0.18605226,-0.43106568,-0.056466594,-1.0118806,-0.19829197,-0.50289404,-0.2865474,-0.2656163,-0.5691111,-0.0182295,sad
86,-0.6937297,-0.2787748,-0.00013083666,-0.7337209,-0.415152,-0.15570422,-1.2860639,-0.65399945,-0.66254836,-0.7225385,-0.36306122,-1.3863374,0.13653225,sad
87,-0.71211475,-0.21474223,-0.03539786,-0.40967768,-0.45981455,-0.6007825,-1.2434512,-0.34770495,-0.15865889,-1.0619137,-0.38865247,-1.138221,0.2964573,sad
88,0.14381215,-0.26300815,-0.23376949,-0.23765473,-0.6564178,0.7559101,-0.25817952,0.5106485,0.12741302,0.3110404,0.22084878,-0.30035266,0.4892319,angry
89,0.53682816,-0.5979391,-0.6333968,-0.17533505,-0.8061028,0.6980899,-0.47674587,0.9451702,0.5484186,0.5364872,0.33730295,-0.12112723,0.18446685,angry
90,0.23065335,-0.14485405,-0.29431334,-0.74405664,-0.7437587,0.5798359,-0.5567247,0.23642872,0.043880176,-0.27839476,0.05163639,-0.8258647,0.3263913,angry
91,0.33281314,-0.43894333,-0.71827096,-0.692285,-1.3210775,0.51976603,-0.76603955,0.14598118,-0.118462525,-0.09177058,-0.08418325,-1.0125426,0.6767014,angry
92,1.4255844,-1.2511929,-1.3440049,-0.76881796,-1.8939663,0.9445852,-0.84295535,0.6353483,-0.17549245,-0.10421775,0.061333723,-1.112001,0.25336903,angry
93,1.3196087,-1.0184654,-1.4740839,-0.72192925,-1.9945014,1.3977435,-0.46578023,0.3457361,-0.41974476,-0.003139776,0.23377767,-1.3405738,0.4611127,angry
94,1.7044383,-1.4688425,-2.2680833,-1.521054,-2.617719,0.42458063,-1.5114917,-0.7197515,-1.0057718,-1.2053952,-0.4712546,-2.3185456,-0.56495565,angry
95,1.7372981,-1.6468285,-2.1706975,-1.3808117,-2.6357188,0.73057795,-1.3937719,-0.29791605,-0.9929844,-1.0759928,-0.59561944,-2.3027706,-0.5424719,angry
96,0.20714958,-1.2493756,-1.3668983,-0.4175853,-1.5028464,0.15150943,-1.241916,0.21775939,-0.9842322,-0.50207156,-0.52507937,-0.109241,0.64711374,fearful
97,0.19722578,-1.1312108,-1.504397,-0.6295582,-1.404508,0.2981308,-1.3274853,-0.16888179,-0.6461653,-0.6772624,-0.54347044,-0.37704578,0.9353727,fearful
98,0.21818471,-1.1793158,-1.417006,-0.56035703,-1.1458085,-0.12879723,-1.7110883,0.29258537,-0.11002176,-0.93435955,-0.34272188,-0.4363265,0.59456605,fearful
99,0.24113068,-1.3952906,-1.7133719,-0.87302166,-1.2494962,-0.53581583,-2.007463,0.14207624,-0.11503354,-1.1185132,-0.73307514,-0.16583346,0.5488119,fearful
100,0.66880614,-1.9178877,-2.0372632,-0.9386623,-2.0144024,-0.17366199,-1.3255424,-0.16663305,-0.008775138,-1.3266852,-0.8187435,-0.4735476,1.386658,fearful
101,0.77577096,-2.1053681,-1.782279,-0.9066324,-1.8379457,-0.26596346,-0.939838,-0.46336606,-0.3441749,-1.3503132,-0.08661691,-0.10523537,1.441815,fearful
102,0.7815649,-2.1418777,-1.6668293,-1.340668,-1.4557401,-0.35350803,-0.7332738,0.056008466,-0.5400552,-1.2598462,-0.45543522,-0.68319,1.309065,fearful
103,0.82456815,-1.8896251,-1.5307434,-1.271605,-1.283264,-0.33058894,-1.4331046,0.17747279,0.04089695,-1.1608918,-0.18904163,-0.23432371,1.1681001,fearful
104,-0.4214844,-0.09591768,-0.22296023,-0.55366826,-0.40407312,0.7959334,-1.1084967,0.8587724,0.11029792,-0.04681314,0.17143077,-0.24433978,0.32157448,disgust
105,-0.5205242,0.18986425,-0.27504006,-0.37701228,-0.58057725,0.8845134,-1.0670805,0.18071723,0.33390588,-0.2569313,-0.12927808,-0.892517,0.13331129,disgust
106,-0.12284153,0.24727415,-0.30755126,-0.70041263,-0.35781935,0.25001302,-1.1135279,-0.09747813,0.6271317,-1.1015242,0.10397445,-1.297313,0.02344135,disgust
107,-0.24660265,0.049009737,-0.63062865,-0.523121,-0.8286343,0.06329753,-1.5930967,0.21518181,0.80766994,-1.375882,0.12736464,-1.625707,-0.2954877,disgust
108,0.4805672,-0.22984104,-0.78803134,-0.9744177,-1.4612838,0.5521632,-1.6156874,-0.19211157,0.25542587,-0.9269958,-0.43205678,-0.9141086,-0.13110971,disgust
109,0.44794923,-0.045428105,-0.48512855,-0.8025975,-1.1937975,0.85406315,-1.0510733,0.06494758,0.38228774,-0.20777477,-0.30068785,-0.8186198,-0.020150641,disgust
110,0.58437103,-0.0088505475,-0.8119742,-1.4969804,-0.943113,-0.41781002,-2.0811274,-0.040239803,0.100881845,-1.794799,0.6081297,-1.8541365,-0.26489645,disgust
111,0.5618065,-0.06411816,-0.87805396,-1.2201192,-1.0039625,-0.29317382,-1.6508712,-0.08598133,0.357963,-1.0017378,0.7493076,-1.7052795,0.3148469,disgust
112,0.06689844,-0.828825,-0.415798,0.113309436,-0.9523892,0.50100416,0.46236888,1.1789652,-0.19021583,0.04289488,-0.37873465,0.19146554,0.6571801,surprised
113,-0.2238128,-0.6880741,-0.7735651,-0.31366572,-0.7393017,0.48700672,0.28514823,0.48912522,-0.49215102,-0.59560794,0.0043735458,-0.395814,0.56138146,surprised
114,-0.07900928,-0.6049109,-0.5871025,-0.6249071,-0.89646393,0.42432827,-0.16598508,0.5391657,-0.14514285,-0.8518352,-0.23059838,-1.0577921,0.9920777,surprised
115,-0.045564327,-0.6570146,-0.7739237,-0.28518018,-1.0300766,-0.2818742,-0.51825786,0.22038299,-0.511249,-0.8205453,-0.45213833,-0.27819434,1.3830731,surprised
116,0.6359882,-1.0518278,-0.76591104,-0.38889074,-1.0811744,0.587134,-0.15893908,0.5280771,-0.39493072,-0.13655151,-0.07910859,0.549445,2.2157187,surprised
117,0.5748415,-0.92276156,-1.2540462,-0.51708424,-1.4353647,0.451935,0.08045501,0.5129323,-0.4361156,-0.36509144,-0.0561942,0.78821117,1.9053028,surprised
118,0.5330732,-0.9248098,-0.76112914,-1.0025618,-1.5455443,-0.09405724,-0.32903415,-0.16785468,-0.7756354,-0.5011591,0.42846426,-0.38209745,1.595337,surprised
119,0.77762955,-0.8320795,-1.3754615,-1.5143858,-1.5335195,-0.29599875,-1.113099,-0.09991733,-0.7845152,-1.0207376,-0.83187306,-1.0599716,0.5301366,surprised
120,-0.4265285,0.54680073,0.356771,0.44312733,0.6443246,-0.3770209,-0.3758002,1.3352791,-1.3105482,0.22353874,0.2580743,-0.4508263,0.034995247,neutral
121,-0.42355606,1.1096885,0.79138595,1.1099806,1.1654128,0.06334711,0.022547148,1.8457575,-0.543443,0.5521154,0.7532713,0.37537852,0.41133204,neutral
122,-0.42825204,0.57413787,0.5430094,0.56515896,0.9637421,-0.39926472,-0.38305387,1.2465281,-1.4334629,0.72055393,-0.12740396,-0.16526093,0.28235796,neutral
123,-0.38225126,0.3634052,0.8071848,0.2492869,1.1416749,-0.46972385,-0.647494,0.954572,-1.5262324,0.46192637,0.23768964,-0.3589327,-0.049278233,neutral
124,-0.3151631,1.0926152,0.8655474,0.48022258,0.95224994,-0.50669783,-0.35058737,1.8099362,-1.2439297,1.61646,-0.46059972,-0.024684062,-0.44714046,calm
125,-0.2499124,0.78863955,0.431149,0.4776854,0.66953725,-0.63497704,-0.38009444,1.7635335,-1.1131846,1.5270791,-0.6110977,-0.15289028,-0.28800136,calm
126,-0.23685063,1.2787117,0.26129305,0.094022565,1.5535704,-1.8889385,-0.07662338,2.3694563,-2.2583253,2.7442636,-1.0036546,-0.03737967,-0.3793317,calm
127,0.6848141,0.44660687,0.038020086,-0.39517394,1.0731498,-1.1569554,-0.9574956,1.9891053,-2.4365475,2.0400069,-1.3270482,-0.3004938,-0.45542836,calm
128,0.35557878,1.2103992,-0.1605927,0.023086198,0.2375647,-1.2560853,-0.8492424,2.220201,-2.7973223,3.1658351,-0.9926721,-0.04490703,-0.13735922,calm
129,0.8040787,0.42794248,-0.45107195,0.34630224,0.48579606,-0.8845943,-0.71144354,1.3502573,-1.5070306,1.7163883,-0.6798747,-0.05383439,-0.39180696,calm
130,0.9230379,0.48923007,0.07596125,0.08367048,0.9868677,-0.9614111,-0.58899206,2.2914517,-2.5929432,3.1144779,-1.3316052,0.30166963,0.07566283,calm
131,0.79267263,0.23276803,0.10342367,-0.27145174,0.7087053,-0.99514014,-1.1767821,2.3645625,-2.5066226,2.953626,-1.8073357,0.16538544,-0.099432416,calm
132,0.5175446,0.6564616,-0.42315266,0.061666105,0.75195295,-0.62175685,-1.1203262,0.24814755,-2.0581043,1.4437591,-1.0493934,-0.35811278,-0.13711135,happy
133,0.5779911,0.25918618,-0.56854093,-0.9640252,0.33085763,-0.22884147,-1.2466575,0.31358227,-2.3807247,1.1147902,-1.312439,-0.615412,-0.5354878,happy
134,0.41313288,-0.16919866,0.042889778,-0.44362572,0.8411352,-1.0643332,-1.2215127,0.5004609,-2.4997659,0.1968737,-1.4778109,-0.69130254,-0.76333123,happy
135,0.15336247,0.1717304,0.2335883,-1.0590187,0.8913072,-0.24385677,-1.3015043,0.87713915,-2.1302745,0.9847038,-1.0508854,-0.4539913,-0.6776015,happy
136,1.6933901,-0.16540277,-0.31589186,-1.4731463,-0.24623057,-0.8622418,-1.7497797,1.0875483,-3.5291672,1.5132123,-1.6712981,-1.056361,-0.37320217,happy
137,1.9926344,-1.0118943,-0.7214087,-1.5309795,-0.80518526,-0.50311613,-2.1275709,0.64869535,-3.7599561,1.5653127,-1.8797287,-0.9465257,-0.5286922,happy
138,2.6096735,-0.46849132,-0.33632314,-1.9088789,-0.71587706,-0.15981638,-2.1980336,-0.29267865,-4.323795,0.081341945,-1.000917,-1.855058,0.53137094,happy
139,1.7289666,-0.2577857,-0.33874232,-1.3437427,0.6237549,-0.67326117,-1.2960594,0.82962257,-2.9686275,1.1036136,-1.9986476,-0.99769425,-0.45602033,happy
140,-0.63723737,1.4108232,0.21699066,0.5080633,1.0326303,0.020214142,-0.26290002,1.4123626,-1.3690943,0.9156976,-0.52331865,-0.17985167,-0.34276143,sad
141,-0.6725614,1.4576304,0.4425707,0.5147088,1.0035883,-0.09938082,-0.042156346,1.6582642,-0.7862265,0.45745757,-0.08620861,-0.13549343,-0.24679554,sad
142,-0.13165174,0.7336193,0.08069346,0.65153223,0.779128,-0.50753844,-0.75139314,1.0811338,-1.5286429,1.0257438,-0.33516502,-0.26185316,0.36236605,sad
143,-0.23030181,0.8500498,0.70957553,0.50838333,1.0915632,-0.37461352,-0.8149099,1.8035637,-1.6920668,1.1505185,-0.064898424,-0.45378867,0.16311169,sad
144,0.66921437,0.5384855,-0.9662167,-0.96768993,0.035398524,-1.2696201,-1.7735273,-1.379704,-4.1720576,-0.62942106,-1.139558,-2.0283713,-0.8517175,sad
145,0.9771119,-0.14642328,-0.17691804,-0.4980955,0.050874427,-0.5500153,-1.3724223,0.09401633,-2.5223072,0.12369245,-1.1623625,-1.4887173,-1.0427169,sad
146,1.2606165,-0.076131426,-0.22257493,0.08062245,0.82250804,-0.2972469,-0.89747894,-0.58004385,-2.1935985,0.17092419,-1.0860302,-0.58153784,-0.6360091,sad
147,1.0986327,0.48844433,-0.06281884,-0.01146131,0.809516,-0.10176355,-0.7812369,-0.48058942,-2.636722,0.16247514,-0.9511393,-0.6286989,-0.40772805,sad
148,-0.059354246,0.9239205,0.6965976,1.0880145,0.15901345,0.23141481,-0.46684498,0.43534318,-0.533225,-0.12268251,-0.18312326,0.15317781,-0.71037877,angry
149,1.0045509,0.3930376,-0.42156205,0.8803411,-0.09548408,0.02191326,-0.83667684,0.43423015,-1.1323918,-1.0031265,-0.09454731,-0.047547255,-0.6162983,angry
150,0.6915937,0.5905638,-0.28502584,0.5509665,0.14446163,-0.2613045,-1.3368479,0.09919636,-1.1641854,-0.4809455,0.07615844,0.112278104,-1.2754207,angry
151,1.0494076,0.20367745,-0.28926733,-0.12915714,0.06973097,-0.73897606,-1.0849082,0.19406877,-1.2165412,-0.31951487,-0.12069974,-0.24964853,-1.151357,angry
152,2.8540332,-0.5360075,-0.95730716,-0.5014609,-1.7471993,0.8054883,-1.5971316,0.37030175,-1.0479273,-0.8173348,0.11388542,-0.34730127,-0.53412426,angry
153,2.8342915,-0.47916585,-0.69497997,-0.067329705,-1.127246,0.27169245,-1.4297384,-0.017451288,-0.88371605,-1.2050673,-0.50405914,-0.37567657,-0.50054514,angry
