,Gender,Emotion,Actor_ID,0,1,2,3,4,5,6,7,8,9,10,11,12
53,male,surprised,1,-638.0295,55.73922,-5.858599,16.07201,1.0136206,-6.0083513,-9.899875,-11.459453,-6.4365373,0.6360981,-9.744258,1.4178454,-10.314421
54,male,surprised,1,-616.05444,60.099598,-0.82536834,15.900499,-2.4145653,-2.6433113,-10.568417,-14.103683,-8.311036,0.33786875,-6.6585445,-1.9110732,-9.596537
55,male,surprised,1,-616.0301,52.718533,-3.7125905,9.863274,-6.7730665,-3.9458125,-10.247785,-11.443433,-10.391298,-0.29042903,-9.456624,-0.23065089,-9.694408
56,male,surprised,1,-556.27826,53.986794,-7.4973936,12.938449,-1.3073274,-7.0867515,-11.069125,-11.951166,-10.794485,2.3533225,-11.484008,2.4656336,-8.959734
57,male,surprised,1,-510.8795,44.458683,-6.8154583,10.047582,-5.115701,-4.883314,-11.92274,-12.731129,-13.042321,-0.057460867,-10.637232,0.23215468,-8.557474
58,male,surprised,1,-550.48755,47.411736,-6.1405063,10.326779,-5.415187,-5.8292146,-13.055079,-17.648113,-9.041627,-0.20480144,-9.53249,0.93343663,-11.192795
59,male,surprised,1,-535.11914,50.722897,-8.187168,8.134396,-3.8469732,-4.283904,-16.01102,-12.979858,-11.671925,0.77664524,-10.09395,0.9616586,-10.582462
60,female,neutral,2,-597.65753,55.128304,-13.051692,9.176331,-12.778738,-2.8366826,-15.86479,-5.8509274,-4.7116833,-3.05727,-7.0820436,-2.5186827,-4.485521
61,female,neutral,2,-599.199,48.4536,-11.097006,11.874845,-13.952611,-0.79084975,-14.813954,-2.7318888,-5.4750247,-1.3949159,-6.790017,-3.167145,-4.0797043
62,female,neutral,2,-564.5416,56.14785,-15.93673,5.6225243,-12.095713,-2.6346006,-17.0593,-7.4141273,-6.2983294,-3.275468,-8.262953,-4.0757737,-1.6238476
63,female,neutral,2,-590.65063,49.605637,-12.762574,5.6344047,-14.164794,-3.7707965,-17.567944,-8.314351,-7.4885287,-4.457746,-8.397626,-6.6324987,-3.7768068
64,female,calm,2,-597.7865,56.82993,-5.0959597,12.036495,-12.637921,0.99217856,-14.722663,-3.7806103,-6.079917,-1.5786597,-9.47517,-1.6818686,-2.509847
65,female,calm,2,-583.70807,52.86138,-12.483135,9.493098,-14.864628,-0.30849487,-17.866728,-4.0873227,-7.216011,-2.435702,-13.245629,-2.1416438,-2.3414352
66,female,calm,2,-591.80347,49.651554,-11.681049,3.4866133,-12.245792,-4.9753385,-17.207384,-7.7476683,-7.305774,-4.714977,-11.010968,-4.4023757,-4.0046425
67,female,calm,2,-574.0841,54.021343,-20.509127,1.0437325,-15.451578,-5.5293546,-21.071825,-9.029465,-8.619298,-5.6398225,-12.573707,-7.839077,-5.802826
68,female,calm,2,-569.5654,50.634636,-8.8320675,8.386061,-16.207663,-2.757877,-14.242486,-8.936514,-6.5139337,-3.8382208,-13.064275,-3.526287,-6.4116926
69,female,calm,2,-578.14197,51.722527,-12.239541,6.6148596,-15.971694,0.020211993,-17.641628,-6.7880793,-8.370967,-1.3076297,-13.972584,-4.167817,-3.8772078
70,female,calm,2,-572.9394,47.179615,-13.304444,-2.0896106,-13.15946,-4.7280025,-22.317364,-10.930181,-8.7215,-5.7136045,-17.337145,-5.461358,-7.5339108
71,female,calm,2,-569.9848,54.802822,-11.858952,0.19831754,-13.248117,-3.92305,-21.073845,-8.433662,-6.244918,-3.6930625,-17.457619,-5.3946095,-5.760617
72,female,happy,2,-537.9874,41.29441,-24.283182,11.649537,-17.583843,-0.6813566,-18.490334,-7.696397,-6.1577396,-4.5464816,-6.9655085,-7.684348,-3.3203654
73,female,happy,2,-546.5255,43.8442,-20.312664,15.363156,-18.566412,-1.1327686,-19.425491,-6.6131735,-6.977006,-6.246256,-6.12667,-6.7189083,-2.1947198
74,female,happy,2,-539.0288,42.11819,-26.6738,7.0943885,-17.755255,-5.7338004,-24.718872,-9.119819,-6.4446945,-8.455728,-7.352749,-9.857798,-3.2876203
75,female,happy,2,-532.72784,47.176342,-19.47061,10.081661,-16.220566,-5.641923,-22.463236,-5.8913965,-4.266978,-6.104235,-6.569851,-6.9709144,-3.4231675
76,female,happy,2,-426.91888,26.592121,-35.63845,10.645741,-28.867016,-7.8989334,-21.771502,-7.9541183,-10.499432,-10.677957,-5.98456,-11.782525,-1.8208472
77,female,happy,2,-435.73654,32.670593,-37.59385,11.135991,-27.792625,-10.884012,-20.384146,-8.867097,-8.494657,-9.977934,-4.0197344,-10.532405,0.09181011
78,female,happy,2,-483.44025,36.301746,-29.684103,8.000308,-19.382074,-13.160498,-23.838413,-8.469538,-4.9863105,-12.875621,-5.945729,-11.286607,-2.2104406
79,female,happy,2,-469.85236,36.131985,-30.882238,7.161729,-23.493912,-11.0717535,-22.543774,-10.969045,-9.238819,-12.588975,-6.289545,-12.26467,-1.8034397
80,female,sad,2,-612.4679,53.870693,-15.715145,7.9505286,-14.558227,-3.533797,-18.348858,-7.902529,-8.260927,-3.1630378,-11.118303,-1.7109666,-2.3994932
81,female,sad,2,-604.82434,58.56243,-13.26622,10.009738,-13.187415,-1.0349263,-15.515431,-8.574388,-5.5675263,-3.054063,-8.84566,-2.6181,-3.3539422
82,female,sad,2,-609.535,46.333195,-8.003983,4.583042,-11.360517,-6.22956,-20.334915,-6.974573,-5.789323,-6.041314,-7.9359903,-5.056724,-3.709415
83,female,sad,2,-627.6335,48.31421,-8.37823,8.343588,-9.719887,-4.129528,-16.651821,-7.8896236,-3.620696,-4.6031156,-8.295122,-3.9276593,-4.437723
84,female,sad,2,-606.7611,50.68468,-12.041753,5.573948,-17.223806,-6.760972,-23.012817,-13.126095,-9.1361265,-6.90455,-7.54855,-3.9371705,0.99520355
85,female,sad,2,-619.03,59.459015,-8.561549,8.294962,-12.621761,-6.8022876,-21.370016,-11.696487,-8.776397,-4.9914665,-8.471406,-4.2678647,-4.533361
86,female,sad,2,-605.55,46.105076,-9.662559,2.710481,-12.457709,-7.5916915,-23.378332,-14.491646,-9.625186,-7.454358,-8.9807825,-8.503176,-3.7694101
87,female,sad,2,-607.5195,47.32373,-10.1892805,6.014693,-12.91813,-11.132149,-23.066206,-12.612937,-6.946298,-9.371471,-9.114556,-7.2173014,-2.9799716
88,female,angry,2,-515.829,46.405144,-13.152011,7.7687807,-14.944889,-0.34008732,-15.849364,-7.348082,-5.42542,-1.6157235,-5.9284935,-2.8750124,-2.0283778
89,female,angry,2,-473.72745,40.030807,-19.120546,8.404243,-16.487974,-0.8000288,-17.450302,-4.68287,-3.1871777,-0.34218588,-5.3197494,-1.9461688,-3.5327904
90,female,angry,2,-506.52618,48.653828,-14.056249,2.605089,-15.845276,-1.7407024,-18.036125,-9.030055,-5.8695154,-4.9454126,-6.813022,-5.5985017,-2.8322084
91,female,angry,2,-495.5824,43.05678,-20.388163,3.1329958,-21.796787,-2.2185385,-19.569298,-9.58483,-6.7325974,-3.8911822,-7.522996,-6.565968,-1.1029716
92,female,angry,2,-378.52014,27.598217,-29.733658,2.3526018,-27.70263,1.160763,-20.132685,-6.5832148,-7.0357924,-3.9614956,-6.762331,-7.081415,-3.1926684
93,female,angry,2,-389.8727,32.02744,-31.67642,2.8307178,-28.739035,4.765494,-17.369982,-8.3596,-8.33434,-3.3905113,-5.86091,-8.266004,-2.1671827
94,female,angry,2,-348.64813,23.455956,-43.535004,-5.317817,-35.163708,-2.9757087,-25.029528,-14.894947,-11.449905,-10.181992,-9.546345,-13.334386,-7.232167
95,female,angry,2,-345.12805,20.068562,-42.08052,-3.8877904,-35.349266,-0.5415968,-24.167263,-12.3075485,-11.381923,-9.451004,-10.196441,-13.252631,-7.12118
96,female,fearful,2,-509.044,27.632805,-30.075577,5.93406,-23.67062,-5.147904,-23.05496,-9.144567,-11.335392,-6.2089515,-9.827704,-1.8845679,-1.2490253
97,female,fearful,2,-510.1071,29.881691,-32.129154,3.7726092,-22.656862,-3.9815772,-23.681732,-11.516095,-9.538087,-7.198596,-9.9238405,-3.2724779,0.173908
98,female,fearful,2,-507.86188,28.966167,-30.823948,4.4782414,-19.98996,-7.377655,-26.491518,-8.685609,-6.6877227,-8.650925,-8.874462,-3.5797029,-1.5084167
99,female,fearful,2,-505.4038,24.85578,-35.250248,1.2900553,-21.058865,-10.615359,-28.66238,-9.608782,-6.7143674,-9.691199,-10.914967,-2.1778607,-1.7342731
100,female,fearful,2,-459.58942,14.9098215,-40.087646,0.6207296,-28.944193,-7.73454,-23.667501,-11.502302,-6.149453,-10.867152,-11.362783,-3.7726028,2.4015882
101,female,fearful,2,-448.1309,11.341732,-36.279392,0.9473328,-27.12512,-8.468769,-20.842323,-13.322364,-7.932579,-11.000626,-7.5357175,-1.8638085,2.6738605
102,female,fearful,2,-447.51022,10.646893,-34.555122,-3.478452,-23.185007,-9.165158,-19.329298,-10.136693,-8.973961,-10.489582,-9.463652,-4.8590837,2.0185661
103,female,fearful,2,-442.90353,15.447708,-32.522644,-2.77423,-21.406973,-8.982844,-24.455364,-9.391671,-5.8853755,-9.9305935,-8.071125,-2.5328145,1.322721
104,female,disgust,2,-576.3859,49.585175,-12.990572,4.546446,-12.343498,-0.021714626,-22.077702,-5.2128057,-5.516411,-3.63722,-6.1868176,-2.5847232,-2.8559856
105,female,disgust,2,-586.9955,55.024117,-13.768397,6.347776,-14.163058,0.68291086,-21.77434,-9.371771,-4.327617,-4.824167,-7.7587214,-5.94393,-3.7853098
106,female,disgust,2,-544.39404,56.11673,-14.253961,3.0501196,-11.866673,-4.364339,-22.114553,-11.078129,-2.7687056,-9.595229,-6.539434,-8.041802,-4.327661
107,female,disgust,2,-557.65186,52.343403,-19.079203,4.857931,-16.72025,-5.8496017,-25.627262,-9.160377,-1.8088886,-11.145062,-6.4171658,-9.743719,-5.9019914
108,female,disgust,2,-479.75436,47.036373,-21.430052,0.25613827,-23.242157,-1.9608299,-25.792732,-11.658579,-4.7448497,-8.609327,-9.341445,-6.0558295,-5.090572
109,female,disgust,2,-483.24854,50.54608,-16.906122,2.0081573,-20.484673,0.44068906,-21.657091,-10.081863,-4.070399,-4.546484,-8.6547365,-5.560954,-4.5428443
110,female,disgust,2,-468.63446,51.242218,-21.787645,-5.072343,-17.900396,-9.676661,-29.201952,-10.727048,-5.5664706,-13.511503,-3.9040494,-10.927565,-5.7509837
111,female,disgust,2,-471.05167,50.190376,-22.774563,-2.2492383,-18.527687,-8.685219,-26.050444,-11.007611,-4.1997194,-9.031541,-3.1660662,-10.156107,-2.889195
112,female,surprised,2,-524.0683,35.636635,-15.870653,11.347501,-17.996023,-2.3677835,-10.5715475,-3.2488492,-7.114068,-3.1304638,-9.062713,-0.3261431,-1.1993349
113,female,surprised,2,-555.2105,38.315376,-21.213995,6.99371,-15.79933,-2.4791288,-11.869639,-7.4800987,-8.719282,-6.737334,-7.0600805,-3.369745,-1.6722261
114,female,surprised,2,-539.69855,39.89812,-18.429129,3.820036,-17.419497,-2.9777162,-15.174066,-7.173167,-6.874441,-8.184749,-8.288356,-6.8004756,0.45382133
115,female,surprised,2,-536.1158,38.906494,-21.21935,7.284172,-18.796894,-8.595334,-17.754366,-9.128474,-8.820815,-8.007994,-9.446418,-2.760176,2.3838928
116,female,surprised,2,-463.105,31.392492,-21.09968,6.2266536,-19.323654,-1.6826482,-15.122456,-7.2411804,-8.202418,-4.1441474,-7.496469,1.5291011,6.494083
117,female,surprised,2,-469.6553,33.848854,-28.390102,4.919487,-22.97496,-2.7581134,-13.36896,-7.334074,-8.421374,-5.435158,-7.376688,2.7665172,4.9617763
118,female,surprised,2,-474.1297,33.80987,-21.028261,-0.030842487,-24.110788,-7.1013093,-16.368355,-11.509795,-10.226404,-6.203797,-4.8432193,-3.2986584,3.4316916
119,female,surprised,2,-447.9318,35.574696,-30.20347,-5.249822,-23.986826,-8.70769,-22.111412,-11.09309,-10.273613,-9.13887,-11.431416,-6.811771,-1.8264601
120,male,neutral,3,-576.9263,61.817257,-4.3321395,14.710596,-1.5356908,-9.352196,-16.710903,-2.2900715,-13.070225,-2.1100159,-5.7339034,-3.6548486,-4.2706275
121,male,neutral,3,-576.60785,72.53002,2.158945,21.510382,3.8361442,-5.8492074,-13.793119,0.8410331,-8.991972,-0.2539031,-3.1453464,0.626994,-2.4129152
122,male,neutral,3,-577.1109,62.337532,-1.550622,15.954931,1.757146,-9.529139,-16.764034,-2.8344405,-13.723691,0.6975979,-7.7489247,-2.1748936,-3.0495703
123,male,neutral,3,-572.1831,58.326912,2.3949046,12.734039,3.5914335,-10.089619,-18.700985,-4.6252027,-14.216892,-0.76337624,-5.840461,-3.178606,-4.686627
124,male,calm,3,-564.99634,72.205086,3.2665658,15.08885,1.6386751,-10.383735,-16.526226,0.6213171,-12.716053,5.7585254,-9.490648,-1.4463478,-6.650595
125,male,calm,3,-558.0064,66.41988,-3.2212849,15.062979,-1.2757767,-11.404156,-16.742357,0.33669814,-12.020957,5.253618,-10.27735,-2.1107821,-5.8650365
126,male,calm,3,-556.6072,75.74683,-5.7581267,11.150836,7.8376145,-21.379023,-14.519516,4.0532274,-18.109005,12.129431,-12.329374,-1.5121434,-6.315871
127,male,calm,3,-457.87457,59.91039,-9.092765,6.162585,2.8850176,-15.556329,-20.97166,1.7202817,-19.056509,8.15112,-14.019858,-2.8757439,-6.691507
128,male,calm,3,-493.14365,74.446724,-12.059097,10.42751,-5.7289305,-16.344875,-20.178736,3.1377447,-20.974539,14.510868,-12.271965,-1.5511543,-5.1214213
129,male,calm,3,-445.09845,59.555172,-16.397478,13.723288,-3.169943,-13.389782,-19.169397,-2.1982,-14.114807,6.3230157,-10.63687,-1.5974207,-6.3774524
130,male,calm,3,-432.35504,60.721584,-8.526104,11.045278,1.995545,-14.000835,-18.272474,3.5747726,-19.887974,14.220753,-14.043679,0.24499446,-4.06988
131,male,calm,3,-446.3203,55.840652,-8.115946,7.4241586,-0.8719981,-14.269139,-22.577873,4.0232115,-19.429058,13.312108,-16.53048,-0.4613043,-4.934203
132,male,happy,3,-475.79318,63.9043,-15.980496,10.820903,-0.42616305,-11.298993,-22.164349,-8.958176,-17.044546,4.782947,-12.568466,-3.1743567,-5.120198
133,male,happy,3,-469.3179,56.343437,-18.151907,0.3621079,-4.7671847,-8.173475,-23.089691,-8.556821,-18.759731,2.9246182,-13.943491,-4.507821,-7.0867043
134,male,happy,3,-486.9782,48.190506,-9.020035,5.6685305,0.4932061,-14.819549,-22.905512,-7.410569,-19.392605,-2.2606454,-14.807944,-4.9011273,-8.211409
135,male,happy,3,-514.8059,54.678997,-6.171904,-0.6065242,1.0104225,-8.292917,-23.491428,-5.10015,-17.428234,2.1897666,-12.576265,-3.6712513,-7.788221
136,male,happy,3,-349.83167,48.26275,-14.37853,-4.8293104,-10.716318,-13.211975,-26.774921,-3.8095706,-24.865334,5.175285,-15.8193655,-6.793059,-6.2856135
137,male,happy,3,-317.77536,32.152496,-20.435026,-5.4190264,-16.478516,-10.355244,-29.542137,-6.5013485,-26.092304,5.4695973,-16.908901,-6.2238326,-7.053159
138,male,happy,3,-251.67555,42.49443,-14.683676,-9.272401,-15.557848,-7.6244025,-30.058256,-12.275424,-29.089909,-2.9132783,-12.315063,-10.932341,-1.8203667
139,male,happy,3,-346.02057,46.504536,-14.719807,-3.5098054,-1.7477417,-11.7086935,-23.451546,-5.391601,-21.88527,2.8614824,-17.530529,-6.4890156,-6.694429
140,male,sad,3,-599.4983,78.261154,-6.419794,15.372737,2.4673064,-6.1923165,-15.883941,-1.8172675,-13.38148,1.7999542,-9.8185005,-2.2505107,-6.135349
141,male,sad,3,-603.28235,79.15198,-3.050699,15.4405,2.1679156,-7.1436567,-14.267055,-0.30898902,-10.282711,-0.7886203,-7.533583,-2.0206223,-5.661632
142,male,sad,3,-545.3378,65.37275,-8.455427,16.835665,-0.14601944,-10.390422,-19.462017,-3.8489146,-14.229708,2.4216,-8.83496,-2.675487,-2.6546261
143,male,sad,3,-555.90564,67.58863,0.9370862,15.376,3.0748384,-9.333046,-19.92726,0.5822305,-15.098538,3.126446,-7.422188,-3.6702013,-3.638206
144,male,sad,3,-459.5457,61.659004,-24.091295,0.32473952,-7.8130374,-16.45254,-26.948866,-18.942877,-28.283209,-6.9283423,-13.039785,-11.830544,-8.64771
145,male,sad,3,-426.5624,48.623962,-12.30292,5.1131115,-7.653498,-10.728312,-24.010883,-9.903565,-19.512444,-2.6740425,-13.158992,-9.033764,-9.590541
146,male,sad,3,-396.1922,49.961742,-12.9848175,11.014197,0.30118057,-8.717619,-20.532055,-14.038027,-17.76489,-2.4072328,-12.759978,-4.332267,-7.582908
147,male,sad,3,-413.5446,60.70663,-10.59882,10.075235,0.16724756,-7.1626105,-19.680614,-13.428006,-20.120722,-2.454961,-12.054859,-4.576681,-6.4560437
148,male,angry,3,-537.593,68.99452,0.7432569,21.286398,-6.538706,-4.512282,-17.37778,-7.80998,-8.937649,-4.065802,-8.040188,-0.5245709,-7.9500194
149,male,angry,3,-423.62302,58.89087,-15.95674,19.168789,-9.162291,-6.1788006,-20.086697,-7.816807,-12.123071,-9.039386,-7.5771723,-1.5648373,-7.4856095
150,male,angry,3,-457.14832,62.650146,-13.917538,15.810213,-6.688719,-8.431708,-23.75031,-9.871793,-12.292099,-6.0896115,-6.6848373,-0.73653543,-10.739237
151,male,angry,3,-418.81778,55.287006,-13.9808855,8.875112,-7.4591084,-12.231435,-21.904922,-9.289877,-12.570444,-5.177698,-7.7138796,-2.612236,-10.1268215
152,male,angry,3,-225.49869,41.209476,-23.95823,5.078795,-26.189627,0.054291014,-25.656816,-8.208922,-11.674022,-7.9898577,-6.487626,-3.1183257,-7.0799737
153,male,angry,3,-227.61351,42.291275,-20.040306,9.505555,-19.798601,-4.191886,-24.430708,-10.587271,-10.801006,-10.180139,-9.717825,-3.2653818,-6.914217
154,male,angry,3,-252.27509,49.970963,-20.19666,4.292606,-22.23459,-1.15064,-21.546736,-8.909484,-11.879657,-5.730039,-8.129253,-5.5378366,-8.790481
155,male,angry,3,-213.51756,39.93179,-20.513266,5.2133064,-23.983541,-3.331916,-21.486786,-11.076505,-14.061395,-2.5308547,-10.040682,-6.0316715,-6.8706527
156,male,fearful,3,-512.69,64.200836,-5.742611,15.266865,-2.5033677,-5.511536,-26.382843,-3.5483606,-9.200359,-3.6512845,-9.561634,-5.273487,-8.305227
